student_id,family_income_band,parental_education,access_to_internet,working_part_time,scholarship_status
S103713,Middle,No Formal Education,True,True,False
S103714,High,Post Graduate,True,True,False
S103715,Low,Graduate,False,False,False
S103716,Low,No Formal Education,True,False,False
S103717,Low,Graduate,True,False,False
S103718,High,No Formal Education,False,False,True
S103719,High,High School,True,False,False
S103720,Middle,High School,True,True,False
S103721,Low,No Formal Education,True,False,False
S103722,Low,Post Graduate,True,True,False
S103723,Middle,No Formal Education,False,False,False
S103724,High,High School,True,False,False
S103725,High,High School,True,False,False
S103726,Middle,Graduate,True,True,False
S103727,Middle,High School,True,False,True
S103728,High,Post Graduate,True,False,True
S103729,High,Graduate,True,False,False
S103730,Low,High School,True,False,True
S103731,Middle,No Formal Education,True,True,True
S103732,Middle,No Formal Education,True,False,False
S103733,Middle,High School,True,False,True
S103734,High,Post Graduate,True,False,True
S103735,Low,No Formal Education,False,True,False
S103736,Middle,Graduate,True,False,False
S103737,Middle,Post Graduate,False,False,False
S103738,High,Graduate,True,False,False
S103739,Low,Graduate,False,True,False
S103740,Middle,High School,False,False,True
S103741,Low,Graduate,False,True,True
S103742,Low,No Formal Education,True,False,False
S103743,Low,Post Graduate,False,False,False
S103744,Middle,Graduate,True,False,True
S103745,High,High School,True,False,False
S103746,Low,Graduate,False,False,False
S103747,Low,No Formal Education,False,False,True
S103748,Low,Post Graduate,False,False,True
S103749,Middle,No Formal Education,False,True,True
S103750,Low,High School,True,False,False
S103751,High,Graduate,False,False,True
S103752,Middle,No Formal Education,True,False,False
S103753,High,High School,False,True,False
S103754,Middle,High School,True,False,True
S103755,Middle,High School,True,False,False
S103756,High,High School,False,False,False
S103757,High,Post Graduate,True,True,False
S103758,Low,High School,True,False,False
S103759,High,High School,True,False,True
S103760,Middle,No Formal Education,True,False,False
S103761,Low,Graduate,False,False,False
S103762,Middle,High School,True,False,False
S103763,Low,Graduate,False,False,False
S103764,Middle,Post Graduate,True,True,False
S103765,High,High School,False,False,False
S103766,Low,No Formal Education,False,False,False
S103767,Low,No Formal Education,True,False,True
S103768,High,Graduate,True,False,True
S103769,Middle,Post Graduate,True,False,False
S103770,Low,Post Graduate,False,False,False
S103771,High,High School,False,False,True
S103772,High,Graduate,True,True,False
S103773,Low,High School,True,False,False
S103774,Low,Post Graduate,False,False,False
S103775,High,High School,True,True,False
S103776,Low,High School,True,False,False
S103777,Middle,High School,False,False,False
S103778,Low,High School,False,True,True
S103779,Middle,High School,True,True,False
S103780,Low,No Formal Education,True,False,True
S103781,Middle,No Formal Education,False,False,False
S103782,Low,High School,True,False,True
S103783,Low,Post Graduate,False,False,False
S103784,Low,Graduate,False,True,False
S103785,Low,Graduate,True,False,False
S103786,High,Post Graduate,True,False,False
S103787,High,No Formal Education,True,False,False
S103788,Middle,Graduate,True,False,True
S103789,Middle,Post Graduate,True,False,False
S103790,Low,High School,True,False,False
S103791,Low,Post Graduate,True,False,False
S103792,Low,High School,True,False,False
S103793,Middle,High School,True,True,False
S103794,Low,High School,True,False,False
S103795,High,High School,True,False,False
S103796,Middle,Post Graduate,False,True,True
S103797,High,Graduate,True,False,False
S103798,Middle,Graduate,False,True,False
S103799,Middle,High School,True,True,False
S103800,Low,High School,True,True,False
S103801,Middle,Graduate,True,True,True
S103802,High,Post Graduate,False,True,False
S103803,Low,Graduate,False,False,False
S103804,Low,High School,False,False,False
S103805,Low,Graduate,True,True,True
S103806,High,High School,True,False,True
S103807,Low,Post Graduate,True,False,False
S103808,High,No Formal Education,False,False,False
S103809,Low,High School,True,True,True
S103810,High,Graduate,False,False,False
S103811,Middle,No Formal Education,True,True,True
S103812,Low,Graduate,False,True,False
S103813,Middle,Graduate,False,False,False
S103814,High,Graduate,False,False,False
S103815,Middle,No Formal Education,False,True,False
S103816,Middle,High School,True,False,True
S103817,Low,No Formal Education,True,True,True
S103818,High,No Formal Education,False,True,False
S103819,Low,No Formal Education,True,False,False
S103820,Low,Post Graduate,False,False,False
S103821,Low,Post Graduate,True,False,False
S103822,Low,No Formal Education,True,False,False
S103823,Middle,No Formal Education,True,False,False
S103824,Middle,High School,False,True,False
S103825,Middle,Post Graduate,True,False,False
S103826,Low,High School,True,True,False
S103827,Low,Graduate,True,False,False
S103828,High,Graduate,True,False,False
S103829,High,Graduate,True,False,False
S103830,Low,Post Graduate,True,False,True
S103831,Middle,Graduate,True,False,False
S103832,Low,Post Graduate,True,False,False
S103833,High,Post Graduate,True,True,True
S103834,High,High School,False,False,False
S103835,Low,Graduate,False,False,False
S103836,Middle,High School,True,False,False
S103837,Low,Graduate,True,False,True
S103838,Low,No Formal Education,True,True,False
S103839,Middle,High School,True,False,False
S103840,Middle,Post Graduate,False,False,True
S103841,Middle,High School,False,False,True
S103842,Middle,Graduate,True,False,False
S103843,High,Post Graduate,True,False,False
S103844,Middle,Post Graduate,False,True,False
S103845,Middle,Post Graduate,True,False,False
S103846,Middle,Graduate,True,False,False
S103847,Low,No Formal Education,True,True,False
S103848,Middle,No Formal Education,False,True,False
S103849,High,High School,True,False,False
S103850,Low,Post Graduate,True,True,True
S103851,High,Graduate,True,True,False
S103852,Middle,High School,True,False,False
S103853,Middle,Graduate,True,False,False
S103854,High,High School,True,False,False
S103855,Middle,High School,True,True,False
S103856,Low,Graduate,True,True,False
S103857,Middle,Graduate,True,False,False
S103858,High,No Formal Education,False,False,True
S103859,Low,Graduate,True,False,False
S103860,Low,High School,False,False,False
S103861,Low,Post Graduate,True,False,False
S103862,Low,Graduate,True,True,False
S103863,High,Graduate,True,True,True
S103864,Low,Post Graduate,True,True,False
S103865,High,No Formal Education,True,True,False
S103866,High,Post Graduate,True,False,True
S103867,High,Post Graduate,True,False,True
S103868,Low,Graduate,False,False,True
S103869,Middle,No Formal Education,False,False,True
S103870,High,No Formal Education,True,True,False
S103871,Low,Post Graduate,True,False,False
S103872,Low,High School,True,False,False
S103873,High,High School,False,False,True
S103874,Middle,High School,False,False,False
S103875,Middle,Graduate,True,True,False
S103876,High,Graduate,False,False,False
S103877,Middle,High School,False,False,True
S103878,Low,Post Graduate,False,False,False
S103879,Middle,Graduate,False,False,False
S103880,Low,No Formal Education,True,False,False
S103881,Low,Post Graduate,False,True,False
S103882,Middle,High School,True,False,True
S103883,Low,Graduate,False,False,False
S103884,High,Graduate,True,False,True
S103885,Low,No Formal Education,False,False,False
S103886,Middle,High School,False,True,False
S103887,Middle,High School,True,False,False
S103888,Middle,Graduate,True,False,True
S103889,Middle,High School,False,True,False
S103890,Middle,No Formal Education,False,False,False
S103891,High,Post Graduate,True,False,True
S103892,Low,High School,False,False,False
S103893,Middle,No Formal Education,True,False,False
S103894,High,Graduate,False,False,False
S103895,Low,Post Graduate,True,False,True
S103896,High,No Formal Education,True,False,False
S103897,Middle,Post Graduate,True,False,False
S103898,Middle,Post Graduate,False,False,False
S103899,Low,Graduate,True,True,False
S103900,High,Graduate,False,False,True
S103901,Low,No Formal Education,True,False,False
S103902,Middle,No Formal Education,True,False,True
S103903,Middle,No Formal Education,False,False,False
S103904,High,Post Graduate,True,False,False
S103905,Low,Graduate,True,True,False
S103906,Low,Post Graduate,True,False,False
S103907,High,High School,True,False,False
S103908,Middle,Graduate,True,True,False
S103909,Low,No Formal Education,True,False,False
S103910,Low,Post Graduate,True,True,True
S103911,Middle,Graduate,False,True,False
S103912,Middle,No Formal Education,True,False,False
S103913,High,No Formal Education,True,False,True
S103914,Low,High School,True,False,False
S103915,High,Graduate,True,False,False
S103916,High,No Formal Education,True,False,False
S103917,Middle,Post Graduate,True,False,False
S103918,Low,Graduate,True,False,True
S103919,High,High School,True,True,True
S103920,Low,No Formal Education,True,False,True
S103921,Middle,No Formal Education,True,False,False
S103922,Middle,Graduate,True,False,True
S103923,High,Graduate,False,True,False
S103924,Middle,Graduate,True,False,False
S103925,Middle,High School,True,False,False
S103926,High,Post Graduate,True,False,False
S103927,High,High School,True,True,False
S103928,Middle,No Formal Education,False,False,True
S103929,Middle,Graduate,True,False,False
S103930,High,Post Graduate,True,False,True
S103931,High,High School,True,False,False
S103932,Low,Graduate,True,True,True
S103933,Middle,Graduate,True,False,False
S103934,Low,High School,True,False,False
S103935,Middle,Post Graduate,True,True,True
S103936,High,Graduate,True,False,True
S103937,Low,No Formal Education,True,False,True
S103938,Low,No Formal Education,False,True,False
S103939,Middle,Graduate,True,False,False
S103940,High,High School,True,False,True
S103941,Middle,Post Graduate,False,False,True
S103942,Low,Graduate,False,False,False
S103943,Low,No Formal Education,False,True,False
S103944,Middle,Post Graduate,True,False,False
S103945,Middle,Post Graduate,True,False,False
S103946,Middle,Graduate,True,True,False
S103947,Middle,High School,False,False,True
S103948,Middle,High School,True,False,False
S103949,Middle,High School,True,False,True
S103950,High,Post Graduate,False,False,False
S103951,High,High School,False,False,False
S103952,Low,No Formal Education,True,False,False
S103953,Middle,Graduate,True,False,True
S103954,Middle,No Formal Education,True,False,False
S103955,Low,High School,True,False,False
S103956,Middle,Graduate,False,False,False
S103957,Middle,Graduate,True,False,False
S103958,Middle,High School,True,True,False
S103959,Low,Graduate,False,False,False
S103960,Low,High School,True,True,False
S103961,Low,Graduate,True,False,False
S103962,Middle,High School,True,False,True
S103963,High,No Formal Education,False,False,False
S103964,Middle,Graduate,True,True,False
S103965,Middle,Post Graduate,False,False,False
S103966,Low,No Formal Education,True,False,True
S103967,Middle,Post Graduate,False,False,True
S103968,Middle,No Formal Education,True,True,False
S103969,Low,No Formal Education,True,False,False
S103970,Middle,No Formal Education,True,True,False
S103971,Low,Post Graduate,False,True,True
S103972,Middle,No Formal Education,True,False,False
S103973,Middle,Graduate,True,False,False
S103974,High,Graduate,False,False,True
S103975,Low,Graduate,True,True,True
S103976,Low,No Formal Education,False,False,False
S103977,High,High School,True,True,False
S103978,Low,High School,True,False,False
S103979,Middle,Graduate,False,False,False
S103980,Low,No Formal Education,True,False,False
S103981,Middle,Post Graduate,False,False,False
S103982,Middle,Post Graduate,True,False,False
S103983,Middle,Graduate,True,False,False
S103984,Low,No Formal Education,True,False,False
S103985,High,Post Graduate,True,False,False
S103986,Middle,Post Graduate,True,True,False
S103987,Middle,Post Graduate,True,False,False
S103988,Middle,High School,True,False,True
S103989,High,High School,False,False,True
S103990,High,Post Graduate,True,False,True
S103991,Low,No Formal Education,False,True,False
S103992,Middle,Post Graduate,False,False,False
S103993,Middle,Post Graduate,False,False,False
S103994,High,High School,True,False,False
